session,trialno,difficulty,accuracy,sideChosen,durExplorationPeriod,durDecisionPeriod,durPeriodTotal,SwitchesExplorationPeriod,SwitchesDecisionPeriod,NbSwitches,FixNbExplorationPeriod,FixNbDecisionPeriod,FixNb,FixNbInTDecision,FixNbInLExploration,FixNbInRExploration,FixNbBottomExploration,LookDurInTDecision,LookDurInLExploration,LookDurInRExploration,LookDurBottomExploration
curE115a,22,Easy,1.0,left,7580,1784,9364,3,0,3,16,3,19,2,12,2,14,1544,5470,930,6400
curE115a,23,Easy,0.0,left,8830,1750,10580,5,1,6,20,5,25,3,8,7,15,856,3318,2298,5616
curE115a,24,Easy,0.0,right,2332,7498,9830,1,0,1,5,11,16,10,0,2,2,4312,0,962,962
curE115a,25,Easy,1.0,left,16128,2300,18428,5,0,5,24,3,27,2,13,10,23,1028,3754,3006,6760
curE115a,26,Easy,1.0,left,17162,8912,26074,2,1,3,23,6,29,4,19,3,22,2712,5528,480,6008
curE115a,27,Medium,1.0,right,2714,3100,5814,1,1,2,8,7,15,5,6,0,6,2792,1636,0,1636
curE115a,28,Medium,1.0,right,2332,4198,6530,2,0,2,7,1,8,1,3,1,4,474,752,166,918
curE119a,9,Easy,1.0,right,2326,850,3176,1,1,2,8,1,9,0,4,2,6,536,758,614,1372
curE119a,11,Medium,1.0,right,3214,950,4164,1,1,2,3,3,6,1,0,3,3,210,0,776,776
curE119a,12,Hard,0.0,right,2346,1300,3646,2,1,3,7,3,10,2,4,2,6,1270,1044,466,1510
curE119a,13,Hard,1.0,right,2332,1832,4164,1,1,2,6,4,10,2,2,3,5,1558,536,804,1340
curE119a,14,Hard,0.0,right,2332,1982,4314,1,0,1,5,4,9,3,0,3,3,2196,0,972,972
curE119a,23,xHard,1.0,right,3430,4548,7978,1,1,2,7,8,15,5,0,4,4,2880,0,1162,1162
curE119a,24,xHard,1.0,right,3162,4916,8078,1,0,1,4,6,10,5,1,1,2,3628,212,1352,1564
curE119a,26,xHard,1.0,right,2498,10038,12536,2,2,4,5,13,18,9,1,2,3,4864,668,604,1272
curE119a,27,xHard,0.0,right,2880,7132,10012,2,0,2,7,10,17,8,1,3,4,3806,642,666,1308
curE119a,34,Hard,1.0,right,9998,1980,11978,3,0,3,12,4,16,3,4,4,8,2046,1384,1304,2688
curE119a,36,Hard,0.0,right,11196,8248,19444,3,1,4,19,10,29,8,5,11,16,6394,1710,4294,6004
curE119a,37,Hard,1.0,right,2332,5516,7848,1,1,2,4,11,15,9,0,1,1,5646,0,328,328
curE119a,38,Hard,1.0,left,2332,3116,5448,1,0,1,4,3,7,2,2,0,2,2314,1102,0,1102
curE120a,7,Easy,0.0,left,3318,10044,13362,3,0,3,7,7,14,7,0,3,3,3868,0,1242,1242
curE120a,13,Easy,0.0,left,4080,10040,14120,1,1,2,6,14,20,12,0,3,3,6716,0,1564,1564
curE120a,17,Easy,0.0,right,2500,1182,3682,1,0,1,3,1,4,1,2,0,2,890,352,0,352
curE120a,20,Easy,1.0,left,5330,1066,6396,1,1,2,9,2,11,1,0,7,7,1218,0,3350,3350
curE120a,23,Easy,1.0,right,3080,600,3680,1,1,2,3,2,5,0,1,0,1,280,866,0,866
curE120a,24,Easy,1.0,right,7424,10044,17468,1,0,1,5,12,17,12,5,0,5,4360,2678,0,2678
curE120a,27,Medium,0.0,left,3962,1784,5746,0,0,0,0,4,4,3,0,0,0,1234,0,0,0
curE120a,28,Medium,0.0,right,2694,1066,3760,1,0,1,2,1,3,1,0,1,1,664,0,230,230
curE120a,29,Easy,0.0,left,3332,10038,13370,1,0,1,4,12,16,12,0,2,2,3976,0,1026,1026
curE120a,31,Easy,1.0,right,5746,10040,15786,1,1,2,5,11,16,9,0,3,3,5972,0,2288,2288
curE120a,33,Easy,0.0,right,2980,3182,6162,1,0,1,2,6,8,4,0,1,1,1808,0,336,336
curE120a,34,Easy,0.0,left,2916,2400,5316,1,1,2,3,5,8,3,0,2,2,2032,0,2330,2330
curE120a,35,Easy,1.0,right,4480,10038,14518,2,1,3,10,9,19,8,3,4,7,4610,990,1374,2364
curE120a,39,Easy,1.0,right,8058,568,8626,2,1,3,7,2,9,0,6,0,6,340,2082,0,2082
curE120a,40,Easy,1.0,right,4714,2316,7030,1,2,3,7,6,13,4,0,6,6,1880,0,1982,1982
curE120a,41,Medium,0.0,right,2998,9008,12006,2,0,2,5,9,14,8,2,3,5,2940,826,784,1610
curE121a,7,Easy,0.0,left,2416,1282,3698,2,1,3,7,3,10,2,4,2,6,1202,1010,582,1592
curE121a,8,Easy,0.0,left,4530,1266,5796,2,1,3,6,3,9,2,3,2,5,890,1018,1444,2462
curE121a,11,Easy,1.0,left,2716,1400,4116,2,1,3,5,4,9,3,2,1,3,1654,696,342,1038
curE121a,12,Easy,1.0,left,3182,950,4132,2,1,3,8,2,10,1,1,4,5,1604,254,1302,1556
curE121a,13,Medium,0.0,left,17394,550,17944,4,0,4,22,0,22,0,11,10,21,444,3932,3236,7168
curE121a,14,Medium,1.0,left,6014,1084,7098,2,0,2,9,2,11,1,1,7,8,770,398,2784,3182
curE121a,15,Medium,0.0,left,8298,932,9230,2,0,2,11,2,13,1,8,2,10,826,3518,550,4068
curE121a,17,Medium,0.0,right,10296,566,10862,2,1,3,21,1,22,0,6,14,20,444,1428,4230,5658
curE121a,18,Easy,1.0,left,2916,1200,4116,2,1,3,3,3,6,2,2,1,3,492,956,310,1266
curE121a,21,Easy,1.0,left,5832,932,6764,1,1,2,3,2,5,1,2,0,2,408,1476,0,1476
curE121a,22,Easy,1.0,right,12092,2000,14092,2,0,2,15,5,20,5,10,3,13,1488,3440,854,4294
curE121a,23,Medium,1.0,left,11262,1266,12528,2,1,3,11,4,15,2,4,5,9,1006,1188,2158,3346
curE121a,33,Easy,0.0,right,3966,582,4548,2,1,3,5,1,6,0,2,2,4,532,504,2664,3168
curE122a,7,Easy,0.0,right,8096,1384,9480,4,0,4,21,6,27,4,15,3,18,1200,5538,912,6450
curE122a,8,Easy,1.0,left,13762,4716,18478,6,1,7,29,13,42,11,8,18,26,4442,2664,8588,11252
curE122a,9,Easy,1.0,right,11728,1500,13228,5,1,6,20,4,24,2,9,10,19,1232,4246,3950,8196
curE122a,11,Medium,0.0,left,8380,966,9346,2,1,3,10,1,11,0,6,3,9,540,2336,854,3190
curE122a,15,Easy,1.0,left,4730,1234,5964,2,0,2,9,3,12,2,3,4,7,1628,1056,2092,3148
curE122a,16,Easy,0.0,left,6080,1298,7378,1,0,1,13,4,17,2,7,3,10,1974,3370,790,4160
curE122a,19,Easy,0.0,left,2716,1200,3916,3,1,4,9,4,13,2,4,2,6,918,730,496,1226
curE122a,25,Easy,1.0,left,2714,8398,11112,1,0,1,7,9,16,8,3,0,3,4450,718,2,720
curE122a,26,Medium,0.0,left,2378,566,2944,1,1,2,5,1,6,0,3,0,3,570,1160,0,1160
curE122a,27,Medium,1.0,left,13092,1598,14690,2,0,2,20,5,25,4,15,3,18,1484,8504,894,9398
curE122a,28,Medium,1.0,right,13796,566,14362,3,1,4,22,2,24,0,5,16,21,288,1178,5768,6946
curE122a,35,Hard,1.0,left,16894,1432,18326,5,0,5,38,0,38,0,22,15,37,118,6830,4860,11690
curE122a,38,Hard,1.0,left,2414,582,2996,2,1,3,5,2,7,0,2,1,3,502,1316,270,1586
curE122a,48,Medium,0.0,left,2332,968,3300,1,1,2,2,3,5,1,1,0,1,2104,596,0,596
